detail_id,transaction_id,item_id,quantity,payment_date,customer_id,customer_name,registration_date,email,gender,age,birth,pref,item_name,item_price,price
4269,T0000004177,S001,1,2019-05-20 06:44:37,AS272193,¹ÚÀÎ±Ô,2019-05-16 7:53,takiguchi_takeo@example.com,M,61,1958-03-22,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4270,T0000004178,S001,1,2019-05-20 06:51:33,HI270880,ÀÌÇý¿ø,2019-03-03 12:24,hada_hana@example.com,F,32,1987-06-04,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
4271,T0000004179,S003,1,2019-05-20 07:18:01,IK907713,±èÀÌµç,2019-01-09 17:50,oosaka_hikari@example.com,F,31,1988-07-07,±¤ÁÖ±¤¿ª½Ã,PC-C,120000,120000
4272,T0000004180,S003,1,2019-05-20 07:36:14,GD772041,ÀÌ¹ÎÁö,2019-03-02 15:52,konishi_miyuki@example.com,F,60,1958-08-18,¿ï»ê±¤¿ª½Ã,PC-C,120000,120000
4273,T0000004181,S005,1,2019-05-20 09:50:34,AS551109,¹ÚÁö¼®,2019-04-24 6:26,haga_yuusuke@example.com,M,41,1977-10-06,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4274,T0000004182,S001,1,2019-05-20 10:00:45,OA041099,±èÇüÁÖ,2019-01-26 15:03,asakawa_tarou@example.com,M,69,1950-07-20,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4275,T0000004183,S003,1,2019-05-20 10:13:22,TS325787,ÀÌÀ²¾Æ,2019-03-12 7:55,sakurai_misaki@example.com,F,41,1977-09-18,¼­¿ïÆ¯º°½Ã,PC-C,120000,120000
4276,T0000004183,S001,3,2019-05-20 10:13:22,TS325787,ÀÌÀ²¾Æ,2019-03-12 7:55,sakurai_misaki@example.com,F,41,1977-09-18,¼­¿ïÆ¯º°½Ã,PC-A,50000,150000
4277,T0000004184,S005,1,2019-05-20 10:18:01,HD509520,±è½ÂÀç,2019-01-08 22:29,naka_hiroaki@example.com,M,40,1978-11-18,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
4278,T0000004185,S002,1,2019-05-20 10:19:05,OA207651,±èÀ±¿ì,2019-01-02 15:56,kanezawa_tomoka@example.com,F,72,1947-03-01,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
4279,T0000004186,S001,1,2019-05-20 12:19:38,HI414861,±è¾ÆÀÎ,2019-01-13 14:50,maekawa_mirai@example.com,M,47,1972-01-19,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4280,T0000004187,S001,2,2019-05-20 13:35:19,OA476198,¹Ú½ÃÁØ,2019-04-22 16:23,haraguchi_shunji@example.com,M,69,1949-08-11,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,100000
4281,T0000004188,S002,2,2019-05-20 13:41:19,PL695674,ÀÌ¼ÛÀº,2019-03-28 1:18,ikegami_yuu1@example.com,F,31,1988-06-03,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,170000
4282,T0000004189,S001,1,2019-05-20 13:45:27,AS978283,¹ÚµµÇö,2019-04-11 2:08,yamamoto_haruki@example.com,F,58,1960-11-01,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4283,T0000004190,S001,1,2019-05-20 14:13:28,PL333517,¹ÚÈ£¼º,2019-05-01 18:08,niimura_hana@example.com,F,65,1953-08-23,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
4284,T0000004191,S001,1,2019-05-20 14:49:40,TS844505,ÀÌ¹Î°ü,2019-02-25 14:59,morinaga_ryou@example.com,M,61,1958-01-14,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,50000
4285,T0000004192,S004,1,2019-05-20 15:35:53,TS361500,ÀÌ¿ì½Â,2019-02-23 13:58,ishizaki_kazuhisa@example.com,M,54,1965-01-03,¼­¿ïÆ¯º°½Ã,PC-D,180000,180000
4286,T0000004193,S004,1,2019-05-20 16:20:19,AS918754,±èÀÇÇö,2019-01-30 2:39,oguchi_nozomi@example.com,F,55,1963-11-09,ºÎ»ê±¤¿ª½Ã,PC-D,180000,180000
4287,T0000004194,S004,1,2019-05-20 16:31:54,HI069246,¹ÚÇö,2019-04-16 8:06,fukumoto_naoto@example.com,M,77,1942-01-23,¿ï»ê±¤¿ª½Ã,PC-D,180000,180000
4288,T0000004195,S005,1,2019-05-20 16:41:39,GD110372,ÀÌ°Ç·ü,2019-02-19 22:24,shinagawa_megumi@example.com,F,36,1982-09-21,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4289,T0000004196,S002,1,2019-05-20 16:52:16,TS945403,ÀÌ´Ù¿¬,2019-03-02 20:14,ishimaru_nao@example.com,F,68,1950-09-30,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
4290,T0000004197,S003,1,2019-05-20 17:03:04,HI995754,¹ÚÀ²,2019-04-13 10:27,akashiya_erika@example.com,F,61,1958-03-30,ÀÎÃµ±¤¿ª½Ã,PC-C,120000,120000
4291,T0000004198,S005,1,2019-05-20 17:16:35,IK988102,ÀÌ¼º¹Ì,2019-03-30 17:25,teraoka_miwako@example.com,F,68,1951-01-03,¿ï»ê±¤¿ª½Ã,PC-E,210000,210000
4292,T0000004199,S001,1,2019-05-20 17:19:47,GD141355,ÀÌ¿µÃ¤,2019-03-15 7:00,tsukamoto_megumi@example.com,F,44,1975-04-27,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,50000
4293,T0000004200,S001,1,2019-05-20 18:22:29,OA007004,ÀÌÁØÀÏ,2019-02-24 8:42,sekiya_aya@example.com,F,72,1946-09-24,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,50000
4294,T0000004201,S005,1,2019-05-20 18:46:25,PL622205,¹Ú¿µÂù,2019-04-27 3:07,oikawa_mitsuru@example.com,M,80,1939-04-20,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
4295,T0000004202,S001,1,2019-05-20 19:28:08,PL136393,¹ÚÀ±¼­,2019-04-18 21:09,yano_kenji@example.com,M,37,1981-10-02,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
4296,T0000004203,S002,1,2019-05-20 19:41:27,OA186884,ÀÌ¿î,2019-02-21 13:59,hamada_shinichi@example.com,M,21,1998-07-17,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4297,T0000004204,S004,1,2019-05-20 19:47:15,GD475433,ÀÌÀ¯È­,2019-03-24 3:50,suwa_yonezou@example.com,M,32,1987-02-19,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
4298,T0000004205,S005,1,2019-05-20 20:48:47,HD745359,±è¿µÁØ,2019-01-07 17:46,suekichi_akira@example.com,M,52,1967-01-03,¿ï»ê±¤¿ª½Ã,PC-E,210000,210000
4299,T0000004206,S001,1,2019-05-20 21:23:24,OA327340,±èÁ¤¿¬,2019-01-26 23:58,kodaka_ami@example.com,F,64,1955-04-21,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
4300,T0000004207,S002,1,2019-05-20 22:01:32,AS471761,±è´Ù°â,2019-02-05 16:50,nakaduka_asami@example.com,F,53,1965-08-18,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
4301,T0000004208,S001,1,2019-05-20 23:05:55,TS953790,ÀÌÀ±º°,2019-04-02 13:13,okayama_ann@example.com,F,75,1944-01-20,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
4302,T0000004209,S005,1,2019-05-20 23:46:48,OA076062,±è±â¹Î,2019-02-13 11:21,miyabe_kazuyuki@example.com,M,55,1964-02-16,´ë±¸±¤¿ª½Ã,PC-E,210000,210000
4303,T0000004210,S005,1,2019-05-21 01:49:06,TS459568,±è±ÔÁø,2019-01-24 9:00,kitajima_mikako@example.com,F,53,1966-05-01,´ë±¸±¤¿ª½Ã,PC-E,210000,210000
4304,T0000004211,S001,1,2019-05-21 02:35:28,IK114480,ÀÌ¹ÌÈ­,2019-04-06 17:02,mine_masahiko@example.com,M,47,1971-12-13,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4305,T0000004212,S001,1,2019-05-21 03:57:03,GD719026,ÀÌ¿¬¿í,2019-02-25 18:08,sano_shou@example.com,M,27,1992-07-01,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
4306,T0000004213,S002,1,2019-05-21 05:25:08,GD585679,±è¼ö¾È,2019-02-02 10:05,kitou_hiromasa@example.com,M,39,1979-11-25,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
4307,T0000004214,S004,1,2019-05-21 06:15:28,IK071733,ÀÌ¿¹º°,2019-04-01 18:12,kurotani_ruria@example.com,F,29,1989-11-30,ÀÎÃµ±¤¿ª½Ã,PC-D,180000,180000
4308,T0000004215,S003,1,2019-05-21 07:57:55,AS237205,±è·ÎÀÌ,2019-01-19 15:53,kadota_miduki@example.com,F,72,1947-06-17,¿ï»ê±¤¿ª½Ã,PC-C,120000,120000
4309,T0000004216,S004,2,2019-05-21 08:07:22,AS272193,¹ÚÀÎ±Ô,2019-05-16 7:53,takiguchi_takeo@example.com,M,61,1958-03-22,ÀÎÃµ±¤¿ª½Ã,PC-D,180000,360000
4310,T0000004217,S002,1,2019-05-21 08:37:44,AS301190,±è¿ÂÀ¯,2019-01-08 9:18,wakabayashi_kyouko@example.com,F,23,1996-08-05,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
4311,T0000004218,S001,1,2019-05-21 08:42:38,HD333544,±èÇÏ°æ,2019-02-18 21:43,koyanagi_rio@example.com,F,71,1947-10-11,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4312,T0000004219,S005,1,2019-05-21 08:56:39,IK185443,ÃÖµ¿Çå,2019-05-18 5:32,kawano_yui@example.com,F,51,1968-05-17,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4313,T0000004220,S002,1,2019-05-21 09:59:56,AS436928,±è¿µ¿ì,2019-01-12 18:33,furuta_atsushi@example.com,M,76,1942-08-31,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
4314,T0000004221,S001,1,2019-05-21 10:52:48,HI155130,±èÅÂ¿Â,2019-02-13 9:28,aida_masaru@example.com,M,64,1955-05-09,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
4315,T0000004222,S005,1,2019-05-21 11:23:58,IK426871,¹Ú±âÁØ,2019-05-08 14:44,satou_ai@example.com,F,47,1972-04-04,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4316,T0000004223,S002,2,2019-05-21 12:22:05,HI697849,±è¼­¾È,2019-01-28 14:11,tamura_hiroki@example.com,M,56,1963-07-22,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,170000
4317,T0000004224,S001,1,2019-05-21 12:24:30,HD722956,±è°ÇÈñ,2019-01-06 0:22,nishihara_yumiko@example.com,F,46,1973-08-06,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
4318,T0000004225,S003,1,2019-05-21 12:59:59,PL221756,ÀÌÇö°æ,2019-03-14 1:21,onoda_kazuya@example.com,M,26,1993-02-04,ºÎ»ê±¤¿ª½Ã,PC-C,120000,120000
4319,T0000004226,S001,1,2019-05-21 13:00:37,HD747377,¹Ú°¡¶÷,2019-04-23 8:09,takamatsu_teruo@example.com,M,73,1946-04-21,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4320,T0000004227,S002,1,2019-05-21 13:53:54,HI093998,¹ÚÇÏ¼º,2019-04-22 12:22,maki_kou@example.com,F,31,1987-08-27,´ëÀü±¤¿ª½Ã,PC-B,85000,85000
4321,T0000004228,S001,1,2019-05-21 16:55:51,GD194770,±è¿¹Çö,2019-02-06 8:26,honnda_fumiya@example.com,M,49,1969-10-06,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
4322,T0000004229,S005,1,2019-05-21 17:35:15,OA701687,±è±Ù¿µ,2019-02-11 3:29,utada_masatoshi@example.com,M,56,1962-10-14,´ë±¸±¤¿ª½Ã,PC-E,210000,210000
4323,T0000004230,S001,1,2019-05-21 17:38:23,PL487696,±èÈ­¶û,2019-02-17 16:07,matsuyama_miyuki@example.com,F,41,1978-05-12,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
4324,T0000004231,S003,1,2019-05-21 18:03:38,AS921368,±è»ê,2019-01-09 11:16,sekiya_aki@example.com,F,67,1951-08-09,±¤ÁÖ±¤¿ª½Ã,PC-C,120000,120000
4325,T0000004232,S002,1,2019-05-21 18:09:33,GD011312,±èÀÌÇö,2019-01-08 17:03,takeda_chiemi@example.com,F,24,1994-10-08,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
4326,T0000004233,S001,2,2019-05-21 18:56:51,AS780890,±è¹ü,2019-02-01 5:19,kai_saya@example.com,F,59,1959-10-13,¿ï»ê±¤¿ª½Ã,PC-A,50000,100000
4327,T0000004234,S004,1,2019-05-21 18:57:42,IK626501,ÀÌ³ªÀ±,2019-03-03 3:52,kuroki_rokurou@example.com,M,69,1949-09-14,ÀÎÃµ±¤¿ª½Ã,PC-D,180000,180000
4328,T0000004235,S001,1,2019-05-21 19:05:19,PL328238,ÀÌÀº¾Æ,2019-03-09 10:31,ogasawara_nao@example.com,F,38,1981-05-28,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,50000
4329,T0000004236,S005,1,2019-05-21 19:17:41,GD350258,±è¿¹½Â,2019-01-30 12:21,komiya_naoto@example.com,M,35,1984-01-02,´ë±¸±¤¿ª½Ã,PC-E,210000,210000
4330,T0000004237,S003,2,2019-05-21 19:24:52,HI422675,±èÀºÀ¯,2019-02-01 21:16,hamaguchi_kouhei@example.com,M,34,1985-02-07,ÀÎÃµ±¤¿ª½Ã,PC-C,120000,240000
4331,T0000004238,S002,2,2019-05-21 20:41:51,IK544197,±è»ç¶û,2019-02-16 22:22,sugawara_chinatsu@example.com,F,62,1956-10-18,´ë±¸±¤¿ª½Ã,PC-B,85000,170000
4332,T0000004239,S005,1,2019-05-21 20:51:49,TS721555,ÀÌ·ÎÀº,2019-03-14 20:53,someya_asami@example.com,F,57,1962-07-12,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
4333,T0000004240,S002,1,2019-05-21 21:03:02,TS331765,¹ÚÀ¯¹Î,2019-04-19 20:00,ishikura_shun@example.com,M,79,1939-08-17,ºÎ»ê±¤¿ª½Ã,PC-B,85000,85000
4334,T0000004241,S002,1,2019-05-21 23:21:02,PL557508,ÀÌ»êÇÏ,2019-02-25 1:58,nakao_yui@example.com,F,38,1981-02-16,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4335,T0000004242,S001,1,2019-05-22 01:31:12,AS568468,ÀÌÁÖÀº,2019-02-19 9:50,tsumabuki_yutaka@example.com,M,23,1996-02-12,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
4336,T0000004243,S005,1,2019-05-22 01:47:09,AS073285,±è¸®¿Â,2019-02-05 13:16,suzuki_hiroaki@example.com,M,73,1946-07-08,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
4337,T0000004244,S001,1,2019-05-22 02:35:33,PL353504,ÀÌÇÏ¼Ø,2019-03-21 6:58,ashida_haruki@example.com,F,70,1949-02-20,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
4338,T0000004245,S005,1,2019-05-22 03:35:12,HI529562,ÀÌÁøÁÖ,2019-03-11 19:28,sone_naoto@example.com,M,54,1964-09-27,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
4339,T0000004246,S001,1,2019-05-22 03:43:34,HD826841,ÀÌ¿¹¾Æ,2019-03-29 21:26,kuramoto_kazuyo@example.com,F,34,1984-11-04,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4340,T0000004247,S004,1,2019-05-22 04:41:23,IK331285,¹Ú½ÃÀ¯,2019-05-08 22:19,take_arata@example.com,M,36,1983-07-04,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
4341,T0000004247,S005,1,2019-05-22 04:41:23,IK331285,¹Ú½ÃÀ¯,2019-05-08 22:19,take_arata@example.com,M,36,1983-07-04,±¤ÁÖ±¤¿ª½Ã,PC-E,210000,210000
4342,T0000004248,S001,1,2019-05-22 04:55:13,HD693175,ÀÌÇýÁÖ,2019-03-09 6:55,fukuda_masami@example.com,F,30,1988-12-07,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4343,T0000004249,S002,1,2019-05-22 06:19:47,HD269790,ÀÌ½ÂÅÂ,2019-02-24 3:44,minakawa_yuu@example.com,M,56,1963-04-08,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4344,T0000004250,S001,1,2019-05-22 08:19:01,HD875310,ÀÌ´Üºñ,2019-03-07 11:11,sawamura_hiroshi@example.com,M,61,1958-02-20,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4345,T0000004251,S004,1,2019-05-22 08:23:58,PL944541,¹ÚÁÖ¿µ,2019-04-14 23:49,kikuta_yuuichi@example.com,M,67,1951-09-06,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
4346,T0000004252,S001,3,2019-05-22 08:28:01,HD411688,ÀÌÇö°â,2019-02-22 22:02,maki_ryousuke@example.com,M,34,1985-05-26,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,150000
4347,T0000004253,S002,1,2019-05-22 08:29:42,HI142725,¹Ú´ë°æ,2019-05-16 7:36,okunuki_sawa@example.com,F,30,1989-01-31,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4348,T0000004254,S005,1,2019-05-22 10:04:05,GD375438,¹Ú¼­ÈÄ,2019-04-16 5:17,fujiwara_shibori@example.com,F,79,1940-01-22,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4349,T0000004255,S001,1,2019-05-22 10:38:22,HD822984,ÀÌÈ­¿¬,2019-03-29 22:20,sunakawa_michiko@example.com,F,37,1982-03-01,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4350,T0000004256,S001,2,2019-05-22 10:58:34,IK771427,¹ÚÅÂÇü,2019-05-01 8:38,oosaki_rena@example.com,F,59,1960-03-29,ºÎ»ê±¤¿ª½Ã,PC-A,50000,100000
4351,T0000004257,S001,1,2019-05-22 11:15:43,GD471767,ÀÌº¸¸§,2019-03-29 23:30,morimoto_akira@example.com,M,55,1964-02-17,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4352,T0000004258,S005,1,2019-05-22 11:34:18,GD893916,¹Ú½Ã¿ø,2019-04-12 9:50,nagano_sanma@example.com,M,43,1976-06-19,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
4353,T0000004259,S002,1,2019-05-22 11:39:50,GD635509,ÀÌÇÏ¾á,2019-03-23 18:47,ebihara_hiroyuki@example.com,M,39,1980-04-02,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
4354,T0000004260,S001,1,2019-05-22 16:02:24,GD761771,ÀÌÁÖ¿­,2019-02-26 10:44,kamiya_hitomi@example.com,F,56,1962-11-13,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4355,T0000004261,S001,2,2019-05-22 16:18:55,HD281795,¹Ú¿¬ÁØ,2019-04-16 11:43,shibayama_mina@example.com,F,31,1987-11-29,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,100000
4356,T0000004262,S001,1,2019-05-22 19:11:17,TS361500,ÀÌ¿ì½Â,2019-02-23 13:58,ishizaki_kazuhisa@example.com,M,54,1965-01-03,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
4357,T0000004263,S002,1,2019-05-22 19:13:58,IK986467,±è¼¼ÁØ,2019-01-09 5:23,ootani_hiroaki@example.com,M,43,1975-12-07,±¤ÁÖ±¤¿ª½Ã,PC-B,85000,85000
4358,T0000004264,S001,1,2019-05-22 20:14:14,GD020270,¹ÚÂùÈ£,2019-04-28 4:14,oosawa_chise@example.com,F,26,1992-12-09,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
4359,T0000004265,S004,1,2019-05-22 21:18:22,TS633741,±è¼¼È¯,2019-01-31 17:03,nakai_tomoya@example.com,M,34,1984-09-30,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
4360,T0000004266,S001,3,2019-05-22 22:10:35,IK923881,ÀÌ·Á¿ø,2019-03-09 2:28,kozeki_souta@example.com,M,28,1991-01-30,´ë±¸±¤¿ª½Ã,PC-A,50000,150000
4361,T0000004267,S002,1,2019-05-22 22:42:28,IK219142,¹ÚÇö¼ö,2019-04-13 19:29,nishizawa_seiji@example.com,M,44,1975-05-29,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4362,T0000004268,S002,1,2019-05-22 23:35:31,GD531348,±èÁ¾Âù,2019-02-15 6:27,takakura_myuu@example.com,F,36,1982-10-16,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
4363,T0000004269,S001,2,2019-05-22 23:38:27,TS842244,ÃÖ±â¹Î,2019-05-20 5:55,ono_yasufumi@example.com,M,38,1981-01-25,´ëÀü±¤¿ª½Ã,PC-A,50000,100000
4364,T0000004270,S004,1,2019-05-23 00:38:55,OA788734,¹ÚµµÈÆ,2019-04-13 17:45,kurokawa_kogan@example.com,M,49,1970-02-28,ºÎ»ê±¤¿ª½Ã,PC-D,180000,180000
4365,T0000004271,S002,1,2019-05-23 01:42:14,IK419862,ÀÌÇÏ¸°,2019-03-02 7:31,takenaka_kousuke@example.com,M,80,1939-04-25,´ëÀü±¤¿ª½Ã,PC-B,85000,85000
4366,T0000004272,S001,2,2019-05-23 01:51:28,TS724169,ÀÌ´ÙÇý,2019-03-05 6:31,kurosaki_arata@example.com,M,26,1993-02-28,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,100000
4367,T0000004273,S002,2,2019-05-23 01:52:32,PL470875,±èÁ¦¹Î,2019-01-27 13:11,kanai_shibori@example.com,F,74,1945-07-02,¼­¿ïÆ¯º°½Ã,PC-B,85000,170000
4368,T0000004274,S005,1,2019-05-23 02:30:40,HD864513,¹ÚÁöÇÑ,2019-04-13 1:10,enndou_kurumi@example.com,F,38,1981-03-01,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4369,T0000004275,S001,1,2019-05-23 06:25:01,AS285092,ÀÌ¼Ò¸®,2019-03-19 21:17,hagiwara_toshikazu@example.com,M,72,1947-01-09,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
4370,T0000004276,S005,1,2019-05-23 08:50:40,HI650178,¹ÚÀ¯ÁØ,2019-04-11 6:39,imamura_takao@example.com,M,63,1955-11-10,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4371,T0000004277,S002,1,2019-05-23 08:51:42,PL615581,¹Ú½ÂÀç,2019-04-16 12:41,satou_kanji@example.com,M,37,1981-11-12,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
4372,T0000004277,S001,1,2019-05-23 08:51:42,PL615581,¹Ú½ÂÀç,2019-04-16 12:41,satou_kanji@example.com,M,37,1981-11-12,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
4373,T0000004278,S003,1,2019-05-23 09:29:29,IK697663,ÀÌ¶óÇö,2019-02-19 8:11,sakakibara_keiko@example.com,F,56,1962-09-16,¼­¿ïÆ¯º°½Ã,PC-C,120000,120000
4374,T0000004279,S001,2,2019-05-23 10:15:52,HI889198,ÀÌÁöÇØ,2019-03-26 23:14,murayama_chise@example.com,F,49,1970-05-04,¼­¿ïÆ¯º°½Ã,PC-A,50000,100000
4375,T0000004280,S003,1,2019-05-23 10:34:07,AS046594,±èÁø¼º,2019-01-17 5:21,miura_masaya@example.com,M,66,1953-01-09,ÀÎÃµ±¤¿ª½Ã,PC-C,120000,120000
4376,T0000004281,S001,2,2019-05-23 12:07:57,TS492813,ÀÌ¶óÀÌ,2019-04-06 9:13,fujii_kaoru@example.com,M,55,1963-11-03,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,100000
4377,T0000004282,S005,1,2019-05-23 12:40:14,HD528660,ÀÌ¼¼¶ó,2019-03-12 15:11,tsujimoto_yuu1@example.com,F,63,1955-12-23,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
4378,T0000004283,S005,1,2019-05-23 13:08:12,HD184889,¹ÚÂù¼Ö,2019-05-05 0:23,chiba_natsuki@example.com,F,58,1961-04-13,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
4379,T0000004284,S002,1,2019-05-23 14:01:19,PL320453,¹ÚÀÌÂù,2019-04-30 19:11,sawa_rena@example.com,F,40,1978-12-18,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
4380,T0000004285,S005,1,2019-05-23 15:47:36,OA829372,±èµµÀ²,2019-01-07 13:57,ootake_rina@example.com,F,45,1973-12-13,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
4381,T0000004286,S004,1,2019-05-23 15:55:58,HD802475,ÀÌÀÌ³ª,2019-03-09 23:18,fujimura_tooru@example.com,M,21,1998-07-09,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
4382,T0000004287,S001,3,2019-05-23 16:13:40,IK631448,¹Ú¼¼È¯,2019-05-07 16:55,hori_akira@example.com,M,65,1953-10-02,´ëÀü±¤¿ª½Ã,PC-A,50000,150000
4383,T0000004288,S001,2,2019-05-23 16:53:32,HD772140,ÀÌÁö¿µ,2019-03-05 14:42,kiyota_misa@example.com,F,31,1988-02-10,ºÎ»ê±¤¿ª½Ã,PC-A,50000,100000
4384,T0000004288,S001,1,2019-05-23 16:53:32,HD772140,ÀÌÁö¿µ,2019-03-05 14:42,kiyota_misa@example.com,F,31,1988-02-10,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
4385,T0000004289,S004,2,2019-05-23 17:09:24,HI228454,¹Ú°ÇÇÏ,2019-04-27 15:23,imada_ryou@example.com,F,39,1980-03-25,¿ï»ê±¤¿ª½Ã,PC-D,180000,360000
4386,T0000004290,S001,3,2019-05-23 18:22:21,GD083655,ÀÌÀ¯ÁÖ,2019-02-25 0:55,sugishita_chinatsu@example.com,F,32,1986-12-15,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,150000
4387,T0000004291,S004,1,2019-05-23 18:23:33,HD907996,¹ÚÃ¤¹Î,2019-04-22 14:51,nagai_teppei@example.com,M,43,1975-09-01,¿ï»ê±¤¿ª½Ã,PC-D,180000,180000
4388,T0000004292,S001,2,2019-05-23 20:49:42,HD099859,ÀÌ¿¬ÁÖ,2019-03-06 8:56,kanezawa_reina@example.com,F,23,1996-06-24,´ëÀü±¤¿ª½Ã,PC-A,50000,100000
4389,T0000004293,S001,1,2019-05-23 20:50:27,TS806267,ÀÌ½Â¾Æ,2019-03-03 14:49,kon_akane@example.com,F,63,1955-08-17,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
4390,T0000004294,S002,1,2019-05-23 21:54:40,HD327582,¹Ú¼®¿ø,2019-05-08 10:23,oota_kazuyuki@example.com,M,26,1993-07-06,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
4391,T0000004295,S001,1,2019-05-23 21:58:40,IK462603,ÀÌ¹Ì¿µ,2019-03-23 7:07,suenaga_yousuke@example.com,M,56,1963-05-22,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
4392,T0000004296,S001,4,2019-05-23 22:16:40,OA476198,¹Ú½ÃÁØ,2019-04-22 16:23,haraguchi_shunji@example.com,M,69,1949-08-11,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,200000
4393,T0000004297,S005,1,2019-05-23 22:50:40,AS860362,±èÀ±½Â,2019-02-17 9:01,iwabuchi_akira@example.com,M,27,1991-11-18,±¤ÁÖ±¤¿ª½Ã,PC-E,210000,210000
4394,T0000004298,S002,2,2019-05-23 22:51:49,HI388967,¹ÚÁ¦ÀÌ,2019-05-05 12:59,oonuma_yonezou@example.com,M,59,1959-11-03,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,170000
